key,2023_description,2018_description,cosine_similarity,2018_language,2023_language,2018_description_len,2023_description_len,similarity_bin,template,prompt,model,response,file,2018_quality,2018_feasiblity,2018_customer_segments,2018_value_propositions,2018_channels,2018_customer_relationships,2018_key_partners,2018_key_activities,2018_key_resources,2018_revenues,2018_costs,2023_quality,2023_feasiblity,2023_customer_segments,2023_value_propositions,2023_channels,2023_customer_relationships,2023_key_partners,2023_key_activities,2023_key_resources,2023_revenues,2023_costs
visual-semantics-inc,"Third Insight develops patented artificial intelligence (AI) that emulates the human reasoning process, integrating sensor fusion and knowledge-based problem solving to address the needs of both commercial and government customers. Our current projects include AI-based planning and navigation for unmanned aerial and ground vehicles (UAVs, UGVs) in cluttered and/or GPS-denied environments and neuro-symbolic techniques that integrate deep learning with human-readable knowledge bases. Our customers include commercial partners, as well as the Departments of Defense (DOD) and Homeland Security (DHS). Applications of our platform for these customers include aircraft inspection, search and rescue efforts, and warfighter initiatives. We also support the USAF through the development of UAV-based environmental assessments. These techniques utilize deep learning and massive volumes of sensor data (optical, hyperspectral, LIDAR) to create tree species-specific maps of environmental health, which in turn facilitate DOD forest management. Third Insight has over 100 years of cumulative experience spread out across our 10-person team composed of deep learning specialists, software engineers, and hardware experts.","Third Insight is a software development company for drones. It creates software for both defense and consumer-focused companies that serve the drone, Augmented Reality (AR), and surveillance markets. Its patent-pending approach integrates deep learning (for object detection, recognition, and tracking) and graph-network algorithms (for on-line learning and inference) to perform real-time decision making based on context. Its drone platform uses full-scene understanding to solve problems, plan routes, and learn about its environment.

Third Insight gives drones the ability to react more quickly to unexpected events around them. It also enables them to plan and execute complex actions that leverage super-human predictive intelligence.

As an NVIDIA Partner and member of its Inception Program, we have optimized both our computer vision and graph analytics for GPU-accelerated cloud and edge devices, such as the Jetson TX2. Our software integrates with consumer & commercial drone manufacturers as a ""plug-and-play"" hardware module for customers that want a quick, but full-featured AI solution.

A few of our recent successes: Invited by the Department of Homeland Security, CIT and TechNexus to join their EMERGE 2016 program for startups building wearable technologies for first responders. Proud to be an NVIDIA partner and one of the first companies that NVIDIA has invited to join its ""Inception Program"" for startups focused on Artificial Intelligence. Selected to join the Capital Factory Accelerator Program in Austin, TX, where the company now resides.",0.9066885486994836,en,en,230,162,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: visual-semantics-inc
---
2018_description:
 Third Insight is a software development company for drones. It creates software for both defense and consumer-focused companies that serve the drone, Augmented Reality (AR), and surveillance markets. Its patent-pending approach integrates deep learning (for object detection, recognition, and tracking) and graph-network algorithms (for on-line learning and inference) to perform real-time decision making based on context. Its drone platform uses full-scene understanding to solve problems, plan routes, and learn about its environment.

Third Insight gives drones the ability to react more quickly to unexpected events around them. It also enables them to plan and execute complex actions that leverage super-human predictive intelligence.

As an NVIDIA Partner and member of its Inception Program, we have optimized both our computer vision and graph analytics for GPU-accelerated cloud and edge devices, such as the Jetson TX2. Our software integrates with consumer & commercial drone manufacturers as a ""plug-and-play"" hardware module for customers that want a quick, but full-featured AI solution.

A few of our recent successes: Invited by the Department of Homeland Security, CIT and TechNexus to join their EMERGE 2016 program for startups building wearable technologies for first responders. Proud to be an NVIDIA partner and one of the first companies that NVIDIA has invited to join its ""Inception Program"" for startups focused on Artificial Intelligence. Selected to join the Capital Factory Accelerator Program in Austin, TX, where the company now resides.
 ---
2023_description:
 ---
 Third Insight develops patented artificial intelligence (AI) that emulates the human reasoning process, integrating sensor fusion and knowledge-based problem solving to address the needs of both commercial and government customers. Our current projects include AI-based planning and navigation for unmanned aerial and ground vehicles (UAVs, UGVs) in cluttered and/or GPS-denied environments and neuro-symbolic techniques that integrate deep learning with human-readable knowledge bases. Our customers include commercial partners, as well as the Departments of Defense (DOD) and Homeland Security (DHS). Applications of our platform for these customers include aircraft inspection, search and rescue efforts, and warfighter initiatives. We also support the USAF through the development of UAV-based environmental assessments. These techniques utilize deep learning and massive volumes of sensor data (optical, hyperspectral, LIDAR) to create tree species-specific maps of environmental health, which in turn facilitate DOD forest management. Third Insight has over 100 years of cumulative experience spread out across our 10-person team composed of deep learning specialists, software engineers, and hardware experts.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""visual-semantics-inc"",
  ""2018_quality"": 8,
  ""2023_quality"": 9
}",..\responses\2024-02-01_21-33-59.txt,8,,,,,,,,,,,9,,,,,,,,,,
relativity-space,"Relativity Space is an aerospace company that designs, develops, and builds 3D-printed rockets. a vertically integrated technology platform, Relativity is at the forefront of an inevitable shift toward software-defined manufacturing by fusing 3D printing, artificial intelligence, and autonomous robotics. It offers a radically simplified supply chain, building a rocket with 100x fewer parts in less than 60 days. Relativity Space is backed by leading investors including Bond, Tribe Capital, Playground Global, Y Combinator, Social Capital, and Mark Cuban.","Relativity is disrupting 60 years of aerospace tradition by creating an entirely new process to build and fly rockets. Led by co-founders Tim Ellis and Jordan Noone, the company has created the world’s largest metal 3D printer to 3D print their own rockets and launch satellites into space. Relativity’s process cuts rocket part count by 100x and enables rockets to be built in days instead of years. Relativity’s long term goal is to 3D print the first rocket made on Mars and scale and sustain an interplanetary society. Based in Los Angeles, CA, Relativity is privately funded by Social Capital, Y Combinator, and Mark Cuban.",0.9185223158781912,en,en,105,78,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: relativity-space
---
2018_description:
 Relativity is disrupting 60 years of aerospace tradition by creating an entirely new process to build and fly rockets. Led by co-founders Tim Ellis and Jordan Noone, the company has created the world’s largest metal 3D printer to 3D print their own rockets and launch satellites into space. Relativity’s process cuts rocket part count by 100x and enables rockets to be built in days instead of years. Relativity’s long term goal is to 3D print the first rocket made on Mars and scale and sustain an interplanetary society. Based in Los Angeles, CA, Relativity is privately funded by Social Capital, Y Combinator, and Mark Cuban.
 ---
2023_description:
 ---
 Relativity Space is an aerospace company that designs, develops, and builds 3D-printed rockets. a vertically integrated technology platform, Relativity is at the forefront of an inevitable shift toward software-defined manufacturing by fusing 3D printing, artificial intelligence, and autonomous robotics. It offers a radically simplified supply chain, building a rocket with 100x fewer parts in less than 60 days. Relativity Space is backed by leading investors including Bond, Tribe Capital, Playground Global, Y Combinator, Social Capital, and Mark Cuban.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""relativity-space"",
  ""2018_quality"": 8,
  ""2023_quality"": 7
}",..\responses\2024-02-01_21-34-05.txt,8,,,,,,,,,,,7,,,,,,,,,,
icapital-network,"iCapital Network is a fintech platform for alternative investments and investors. It has transformed the way the wealth management, banking, and asset management industries facilitate access to private markets investments for their high-net-worth clients by providing intuitive, end-to-end technology and service solutions. Wealth management firms use iCapital’s solutions to provide clients with quality funds at lower minimums and simplified digital workflows. Asset managers, RIAs, and banks leverage iCapital’s technology to streamline and scale their alternative investments operational infrastructure. Additionally, the iCapital ‘flagship’ platform offers wealth advisors and their high-net-worth client's access to a curated menu of private equity, private credit, hedge funds, structured investments, and other alternatives to help meet their investing needs for return and diversification. iCapital’s research and diligence team offers robust analysis alongside the firm’s extensive suite of advisor education, compliance, portfolio management, and portfolio analytics tools and services.  iCapital has been recognized on the Forbes FinTech 50 list each year from 2018 through 2002, the Forbes America’s Best Startup Employers in 2021 and 2022, and MMI/Barron’s Industry Awards as Solutions Provider of the Year in 2020 and 2021. As of May 31, 2022, iCapital services more than US$130 billion in global client assets, of which more than US$30 billion are from international investors (non-US Domestic), across more than 1,035 funds. Employing more than 800 people globally, iCapital is headquartered in NYC and has offices worldwide including in Zurich, London, Lisbon, Hong Kong, Singapore, and Toronto.","iCapital Network is a powerful financial technology platform that provides modular alternative investment solutions for registered investment advisors, broker-dealers, private banks, family offices and other sophisticated investors. The state-of-the-art online portal offers a curated selection of private equity funds and hedge funds, extensive due diligence support, an automated subscription process and integration with a wide range of custodial platforms and reporting packages. The firm’s configurable technology and specialized suite of services is also used by asset managers and financial institutions to streamline and automate their private fund operations.",0.9114597057731706,en,en,88,239,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: icapital-network
---
2018_description:
 iCapital Network is a powerful financial technology platform that provides modular alternative investment solutions for registered investment advisors, broker-dealers, private banks, family offices and other sophisticated investors. The state-of-the-art online portal offers a curated selection of private equity funds and hedge funds, extensive due diligence support, an automated subscription process and integration with a wide range of custodial platforms and reporting packages. The firm’s configurable technology and specialized suite of services is also used by asset managers and financial institutions to streamline and automate their private fund operations.
 ---
2023_description:
 ---
 iCapital Network is a fintech platform for alternative investments and investors. It has transformed the way the wealth management, banking, and asset management industries facilitate access to private markets investments for their high-net-worth clients by providing intuitive, end-to-end technology and service solutions. Wealth management firms use iCapital’s solutions to provide clients with quality funds at lower minimums and simplified digital workflows. Asset managers, RIAs, and banks leverage iCapital’s technology to streamline and scale their alternative investments operational infrastructure. Additionally, the iCapital ‘flagship’ platform offers wealth advisors and their high-net-worth client's access to a curated menu of private equity, private credit, hedge funds, structured investments, and other alternatives to help meet their investing needs for return and diversification. iCapital’s research and diligence team offers robust analysis alongside the firm’s extensive suite of advisor education, compliance, portfolio management, and portfolio analytics tools and services.  iCapital has been recognized on the Forbes FinTech 50 list each year from 2018 through 2002, the Forbes America’s Best Startup Employers in 2021 and 2022, and MMI/Barron’s Industry Awards as Solutions Provider of the Year in 2020 and 2021. As of May 31, 2022, iCapital services more than US$130 billion in global client assets, of which more than US$30 billion are from international investors (non-US Domestic), across more than 1,035 funds. Employing more than 800 people globally, iCapital is headquartered in NYC and has offices worldwide including in Zurich, London, Lisbon, Hong Kong, Singapore, and Toronto.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""icapital-network"",
  ""2018_quality"": 8,
  ""2023_quality"": 9
}",..\responses\2024-02-01_21-34-06.txt,8,,,,,,,,,,,9,,,,,,,,,,
blockfi-inc,"BlockFi is a secured non-bank lender that offers USD loans to crypto-asset owners who collateralize the loan with their crypto-assets. Their products bring additional liquidity to the blockchain asset sector and meet the needs of both individuals and institutions holding blockchain assets. BlockFi holds clients' Bitcoin and Ether with a registered custodian and issues loans in USD to their bank accounts. Currently operating in beta launch, lending in 35 US states to retail investors and companies. BlockFi’s mission is to provide liquidity, transparency, and efficiency to digital financial markets by creating products that meet the needs of consumers and corporations across the globe. They leverage a sophisticated infrastructure that integrates with multiple blockchains, they plan to expand their product set based on their retail and institutional client's needs.","Based in New York, BlockFi is a secured non-bank lender that offers USD loans to cryptoasset owners who collateralize the loan with their cryptoassets. Our products bring additional liquidity to the blockchain asset sector and meet needs of both individuals and institutions holding blockchain assets. BlockFi holds clients' Bitcoin and Ether with a registered custodian and issuing loans in USD to their bank accounts. Currently operating in a beta launch, lending in 35 US states to retail investors and companies.

BlockFi’s mission is to provide liquidity, transparency and efficiency to digital financial markets by creating products that meet the needs of consumers and corporations across the globe. We build bridges between traditional finance and digital markets that enable growth for all participants.

Leveraging a sophisticated infrastructure that integrates with multiple blockchains, we plan to expand our product set based on our retail and institutional client's needs.",0.9165400899851617,en,en,146,128,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: blockfi-inc
---
2018_description:
 Based in New York, BlockFi is a secured non-bank lender that offers USD loans to cryptoasset owners who collateralize the loan with their cryptoassets. Our products bring additional liquidity to the blockchain asset sector and meet needs of both individuals and institutions holding blockchain assets. BlockFi holds clients' Bitcoin and Ether with a registered custodian and issuing loans in USD to their bank accounts. Currently operating in a beta launch, lending in 35 US states to retail investors and companies.

BlockFi’s mission is to provide liquidity, transparency and efficiency to digital financial markets by creating products that meet the needs of consumers and corporations across the globe. We build bridges between traditional finance and digital markets that enable growth for all participants.

Leveraging a sophisticated infrastructure that integrates with multiple blockchains, we plan to expand our product set based on our retail and institutional client's needs.
 ---
2023_description:
 ---
 BlockFi is a secured non-bank lender that offers USD loans to crypto-asset owners who collateralize the loan with their crypto-assets. Their products bring additional liquidity to the blockchain asset sector and meet the needs of both individuals and institutions holding blockchain assets. BlockFi holds clients' Bitcoin and Ether with a registered custodian and issues loans in USD to their bank accounts. Currently operating in beta launch, lending in 35 US states to retail investors and companies. BlockFi’s mission is to provide liquidity, transparency, and efficiency to digital financial markets by creating products that meet the needs of consumers and corporations across the globe. They leverage a sophisticated infrastructure that integrates with multiple blockchains, they plan to expand their product set based on their retail and institutional client's needs.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""blockfi-inc"",
  ""2018_quality"": 7,
  ""2023_quality"": 7
}",..\responses\2024-02-01_21-34-09.txt,7,,,,,,,,,,,7,,,,,,,,,,
noteworthy-chocolates,"As the world's premier chocolate engraving service, Noteworthy Chocolates is building a gifting franchise with our exclusive chocolate laser engraving system. Our scalable system engraves unique and personalized messages into individual pieces of chocolate stationery. Serving consumers, small businesses, and corporate clients, we create custom-made sustainable gifts that are 99% biodegradable, compostable, and edible!",We built an online platform for customers to have their unique and heartfelt messages laser engraved into chocolate stationery. Each premium chocolate is presented in a personalized gift box with a hand-tied ribbon. Noteworthy Chocolates is building a food gifting franchise that uses our patent pending chocolate engraving system to provide consumers and corporate clients with gourmet personalized chocolate gifts.,0.9235375786663484,en,en,60,54,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: noteworthy-chocolates
---
2018_description:
 We built an online platform for customers to have their unique and heartfelt messages laser engraved into chocolate stationery. Each premium chocolate is presented in a personalized gift box with a hand-tied ribbon. Noteworthy Chocolates is building a food gifting franchise that uses our patent pending chocolate engraving system to provide consumers and corporate clients with gourmet personalized chocolate gifts.
 ---
2023_description:
 ---
 As the world's premier chocolate engraving service, Noteworthy Chocolates is building a gifting franchise with our exclusive chocolate laser engraving system. Our scalable system engraves unique and personalized messages into individual pieces of chocolate stationery. Serving consumers, small businesses, and corporate clients, we create custom-made sustainable gifts that are 99% biodegradable, compostable, and edible!

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""noteworthy-chocolates"",
  ""2018_quality"": 7,
  ""2023_quality"": 9
}",..\responses\2024-02-01_21-34-13.txt,7,,,,,,,,,,,9,,,,,,,,,,
regresa-pronto,"The most effective customer experience management system in LATAM Test, control and improve in-store customer satisfaction, enhance loyalty and sales, easy for the customers, effective for the companies Regresa Pronto offers Internet applications for gauging customer feedback. The company tests, controls, and improves in store customer satisfaction services via cloud computing. It allows the customer to scan a QR code, which takes them to a white-label feedback mechanism. The company caters to hospitality, retail, and sales industries. Regresa Pronto is based in Mexico.","Regresa Pronto offers Internet applications for gauging customer feedback. The company tests, controls, and improves in store customer satisfaction services via cloud computing. It allows the customer to scan a QR code, which takes them to a white-label feedback mechanism. The company caters to hospitality, retail, and sales industries. Regresa Pronto is based in Mexico.",0.9340470080155685,en,en,55,83,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: regresa-pronto
---
2018_description:
 Regresa Pronto offers Internet applications for gauging customer feedback. The company tests, controls, and improves in store customer satisfaction services via cloud computing. It allows the customer to scan a QR code, which takes them to a white-label feedback mechanism. The company caters to hospitality, retail, and sales industries. Regresa Pronto is based in Mexico.
 ---
2023_description:
 ---
 The most effective customer experience management system in LATAM Test, control and improve in-store customer satisfaction, enhance loyalty and sales, easy for the customers, effective for the companies Regresa Pronto offers Internet applications for gauging customer feedback. The company tests, controls, and improves in store customer satisfaction services via cloud computing. It allows the customer to scan a QR code, which takes them to a white-label feedback mechanism. The company caters to hospitality, retail, and sales industries. Regresa Pronto is based in Mexico.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""regresa-pronto"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-34-16.txt,7,,,,,,,,,,,8,,,,,,,,,,
exquisite-depot,"We at Exquisite Depot are an American owned and operated company that has been operating in the tristate area for over 20 years! With the help of all of you we have taken our vision national, and we are now offering our amazing products and service to the entire United States!!!    We take pride in every product we choose, and cannot wait to offer them to you at the lowest prices in the industry!","We at Exquisite Depot are an American owned and operated company that has been operating in the tristate area for over 20 years! With the help of all of you we have taken our vision national, and we are now offering our amazing products and service to the entire United States!!!

   Why did we choose the name Exquisite Depot? It's all in the definition of Exquisite, because we offer products that are ""marked by flawless craftsmanship or by beautiful, ingenious, delicate, or elaborate execution."" (http://www.merriam-webster.com/dictionary/exquisite)

   We take pride in every product we choose, and cannot wait to offer them to you at the lowest prices in the industry!",0.9426916991259114,en,en,108,74,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: exquisite-depot
---
2018_description:
 We at Exquisite Depot are an American owned and operated company that has been operating in the tristate area for over 20 years! With the help of all of you we have taken our vision national, and we are now offering our amazing products and service to the entire United States!!!

   Why did we choose the name Exquisite Depot? It's all in the definition of Exquisite, because we offer products that are ""marked by flawless craftsmanship or by beautiful, ingenious, delicate, or elaborate execution."" (http://www.merriam-webster.com/dictionary/exquisite)

   We take pride in every product we choose, and cannot wait to offer them to you at the lowest prices in the industry!
 ---
2023_description:
 ---
 We at Exquisite Depot are an American owned and operated company that has been operating in the tristate area for over 20 years! With the help of all of you we have taken our vision national, and we are now offering our amazing products and service to the entire United States!!!    We take pride in every product we choose, and cannot wait to offer them to you at the lowest prices in the industry!

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""exquisite-depot"",
  ""2018_quality"": 7,
  ""2023_quality"": 5
}",..\responses\2024-02-01_21-34-20.txt,7,,,,,,,,,,,5,,,,,,,,,,
tapheaven,"TapHeaven's automated UA Co-Pilot live monitors, analyzes and optimizes your mobile campaigns. We are performance-based, unbiased and work across all channels. TapHeaven eliminates wasted ad spend on under-performing campaigns by automatically optimizing campaigns in real time. Secondly, TapHeaven leverages its sophisticated machine learning algorithms which are ingesting and analyzing performance data from the ad ecosystem (ad channels and attribution) in real time to accurately predict the (LTV) lifetime value of each mobile user and optimize every bid to maximize the profit and ROI of every ad purchased.","TapHeaven is the first self-service mobile real-time bidding platform (DSP) to offer true real-time performance based optimization effectively eliminating risk and wasted ad spend, significantly reducing time/resource requirements to manage, and maximizing the profit and ROI of every ad purchased.

True real-time optimization is achieved through a fully transparent and controllable automation tool called Sonar which allows the advertiser to model their marketing rules, processes, and KPI's in a sophisticated trigger system. With this, TapHeaven is able to eliminate wasted ad spend on under-performing campaigns by automatically optimizing campaigns every second of every day. Second, TapHeaven leverages its sophisticated machine learning algorithms which are receiving performance data from the advertiser and ad exchanges in real time in order to accurately predict the lifetime value of each mobile user and optimize every bid to maximize the profit and ROI of every ad purchased.

- See more at: https://www.crunchbase.com/organization/tapheaven-inc#sthash.Ttjj04Gt.dpuf",0.9072391512462742,en,en,147,87,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: tapheaven
---
2018_description:
 TapHeaven is the first self-service mobile real-time bidding platform (DSP) to offer true real-time performance based optimization effectively eliminating risk and wasted ad spend, significantly reducing time/resource requirements to manage, and maximizing the profit and ROI of every ad purchased.

True real-time optimization is achieved through a fully transparent and controllable automation tool called Sonar which allows the advertiser to model their marketing rules, processes, and KPI's in a sophisticated trigger system. With this, TapHeaven is able to eliminate wasted ad spend on under-performing campaigns by automatically optimizing campaigns every second of every day. Second, TapHeaven leverages its sophisticated machine learning algorithms which are receiving performance data from the advertiser and ad exchanges in real time in order to accurately predict the lifetime value of each mobile user and optimize every bid to maximize the profit and ROI of every ad purchased.

- See more at: https://www.crunchbase.com/organization/tapheaven-inc#sthash.Ttjj04Gt.dpuf
 ---
2023_description:
 ---
 TapHeaven's automated UA Co-Pilot live monitors, analyzes and optimizes your mobile campaigns. We are performance-based, unbiased and work across all channels. TapHeaven eliminates wasted ad spend on under-performing campaigns by automatically optimizing campaigns in real time. Secondly, TapHeaven leverages its sophisticated machine learning algorithms which are ingesting and analyzing performance data from the ad ecosystem (ad channels and attribution) in real time to accurately predict the (LTV) lifetime value of each mobile user and optimize every bid to maximize the profit and ROI of every ad purchased.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""tapheaven"",
  ""2018_quality"": 8,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-34-22.txt,8,,,,,,,,,,,8,,,,,,,,,,
fortË,"FORTË enables fitness brands globally to create a high-quality, premium digital fitness platform cost-effectively. FORTË installs its proprietary streaming hardware and software at one or more of its clients’ locations, deploys a customized website and accompanying mobile apps, and assists the client to launch and promote its new virtual offering. End-users can stream live and on-demand fitness classes from their favorite gym while interacting with their community on two-way video, tracking their performance in real-time on leaderboards and through wearable integrations, participate in challenges, and get social with their friends.  FORTË powers UFC, Curves, YMCA's, NFL Player's Association, The Edge, Heartcore, 305 Fitness, Dancebody, Health House, Melt Method, NFL PA, and many other well-known gym chains and boutique studios.","FORTË is a tech company (b2b), and a subscription based fitness streaming platform (b2c). We have built hardware and software that we install in a studio so they can seamlessly stream live classes directly to our platform. We are creating a Netflix-style hub of leading boutique fitness studio classes worldwide. Right now a boutique fitness studio is confined to the 30 people or so that can attend their class, but with streaming the entire world can be their audience.

In order to connect the remote users to the in-studio participants we will be curating all wearables on the market to create a live leaderboard. Users will be able to track their performance in real-time, monitor their overall and personal achievements on our social, interactive, and fully immersive platform.

Each studio is outfitted with multiple cameras. The switching of the cameras is fully automated, as well as the audio. We live stream all day from both coasts, with no one operating the streams successfully daily.

MVP : https://www.go90.com/videos/3iPpGlhJgjU",0.9009157408886511,en,en,167,119,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: fortË
---
2018_description:
 FORTË is a tech company (b2b), and a subscription based fitness streaming platform (b2c). We have built hardware and software that we install in a studio so they can seamlessly stream live classes directly to our platform. We are creating a Netflix-style hub of leading boutique fitness studio classes worldwide. Right now a boutique fitness studio is confined to the 30 people or so that can attend their class, but with streaming the entire world can be their audience.

In order to connect the remote users to the in-studio participants we will be curating all wearables on the market to create a live leaderboard. Users will be able to track their performance in real-time, monitor their overall and personal achievements on our social, interactive, and fully immersive platform.

Each studio is outfitted with multiple cameras. The switching of the cameras is fully automated, as well as the audio. We live stream all day from both coasts, with no one operating the streams successfully daily.

MVP : https://www.go90.com/videos/3iPpGlhJgjU
 ---
2023_description:
 ---
 FORTË enables fitness brands globally to create a high-quality, premium digital fitness platform cost-effectively. FORTË installs its proprietary streaming hardware and software at one or more of its clients’ locations, deploys a customized website and accompanying mobile apps, and assists the client to launch and promote its new virtual offering. End-users can stream live and on-demand fitness classes from their favorite gym while interacting with their community on two-way video, tracking their performance in real-time on leaderboards and through wearable integrations, participate in challenges, and get social with their friends.  FORTË powers UFC, Curves, YMCA's, NFL Player's Association, The Edge, Heartcore, 305 Fitness, Dancebody, Health House, Melt Method, NFL PA, and many other well-known gym chains and boutique studios.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""fortË"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-34-24.txt,7,,,,,,,,,,,8,,,,,,,,,,
collabip,"Tethr enables the enterprise to make smarter business decisions based on the true Voice of the Customer, with an AI-driven communications intelligence platform that listens to and analyzes every customer conversation and surfaces contextual understanding and insights from the data. Based on over a decade of best-practice CX research, Tethr gives organizations the ability to measure what matters and share the voice of the customer insights across the organization to directly impact sales results, customer loyalty, operating costs, compliance, and risk.","Tethr enables the enterprise to make smarter business decisions based on the true Voice of the Customer, with an AI-driven communications intelligence platform that listens to and analyzes every customer phone call, and surfaces contextual understanding from these valuable conversations. Powered by CEB’s (Now Gartner) Effortless Experience™ principles, we give organizations the ability to measure what matters and share voice channel insights across the organization to directly impact sales results, customer loyalty, operating costs, compliance and risk. Learn more at tethr.com.",0.9104123619909025,en,en,81,81,"[0.9, 0.95)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: collabip
---
2018_description:
 Tethr enables the enterprise to make smarter business decisions based on the true Voice of the Customer, with an AI-driven communications intelligence platform that listens to and analyzes every customer phone call, and surfaces contextual understanding from these valuable conversations. Powered by CEB’s (Now Gartner) Effortless Experience™ principles, we give organizations the ability to measure what matters and share voice channel insights across the organization to directly impact sales results, customer loyalty, operating costs, compliance and risk. Learn more at tethr.com.
 ---
2023_description:
 ---
 Tethr enables the enterprise to make smarter business decisions based on the true Voice of the Customer, with an AI-driven communications intelligence platform that listens to and analyzes every customer conversation and surfaces contextual understanding and insights from the data. Based on over a decade of best-practice CX research, Tethr gives organizations the ability to measure what matters and share the voice of the customer insights across the organization to directly impact sales results, customer loyalty, operating costs, compliance, and risk.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""collabip"",
  ""2018_quality"": 8,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-34-26.txt,8,,,,,,,,,,,8,,,,,,,,,,
